time,total,sunny,rain,on_off_rain,cloudy,thunderstorm,monday,tuesday,wednesday,thursday,friday,saturday,sunday
09:06:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:07:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:08:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:09:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:10:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:11:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:12:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:13:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:14:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:15:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:16:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:17:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:18:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:19:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:20:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:21:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:22:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:23:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:24:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:25:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:26:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:27:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:28:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:29:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:30:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:31:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:32:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:33:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:34:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:35:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:36:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:37:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:38:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:39:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:40:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:41:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:42:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:43:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:44:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:45:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:46:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:47:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:48:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:49:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:50:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:51:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:52:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:53:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:54:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:55:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:56:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:57:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:58:00,10,5,0,2,3,0,0,1,3,2,1,2,1
09:59:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:00:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:01:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:02:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:03:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:04:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:05:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:06:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:07:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:08:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:09:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:10:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:11:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:12:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:13:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:14:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:15:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:16:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:17:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:18:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:19:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:20:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:21:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:22:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:23:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:24:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:25:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:26:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:27:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:28:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:29:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:30:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:31:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:32:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:33:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:34:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:35:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:36:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:37:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:38:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:39:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:40:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:41:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:42:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:43:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:44:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:45:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:46:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:47:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:48:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:49:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:50:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:51:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:52:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:53:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:54:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:55:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:56:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:57:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:58:00,10,5,0,2,3,0,0,1,3,2,1,2,1
10:59:00,10,5,0,2,3,0,0,1,3,2,1,2,1
11:00:00,10,5,0,2,3,0,0,1,3,2,1,2,1
11:01:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:02:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:03:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:04:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:05:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:06:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:07:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:08:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:09:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:10:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:11:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:12:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:13:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:14:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:15:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:16:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:17:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:18:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:19:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:20:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:21:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:22:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:23:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:24:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:25:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:26:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:27:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:28:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:29:00,9,5,0,2,2,0,0,1,2,2,1,2,1
11:30:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:31:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:32:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:33:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:34:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:35:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:36:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:37:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:38:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:39:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:40:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:41:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:42:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:43:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:44:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:45:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:46:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:47:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:48:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:49:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:50:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:51:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:52:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:53:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:54:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:55:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:56:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:57:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:58:00,10,6,0,2,2,0,1,1,2,2,1,2,1
11:59:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:00:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:01:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:02:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:03:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:04:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:05:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:06:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:07:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:08:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:09:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:10:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:11:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:12:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:13:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:14:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:15:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:16:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:17:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:18:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:19:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:20:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:21:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:22:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:23:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:24:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:25:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:26:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:27:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:28:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:29:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:30:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:31:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:32:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:33:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:34:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:35:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:36:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:37:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:38:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:39:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:40:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:41:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:42:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:43:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:44:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:45:00,10,6,0,2,2,0,1,1,2,2,1,2,1
12:46:00,10,6,0,2,2,0,1,1,2,2,1,2,1
