Start Time,End Time,In,Out
Unknown,6/19/2026 6:00 AM,21,Unknown
6/19/2026 6:00 AM,6/19/2026 7:00 AM,0,2
6/19/2026 7:00 AM,6/19/2026 8:00 AM,2,5
6/19/2026 8:00 AM,6/19/2026 9:00 AM,1,8
6/19/2026 9:00 AM,6/19/2026 10:00 AM,2,1
6/19/2026 10:00 AM,6/19/2026 11:00 AM,6,1
6/19/2026 11:00 AM,6/19/2026 12:00 PM,2,4
6/19/2026 12:00 PM,6/19/2026 1:00 PM,1,4
6/19/2026 1:00 PM,6/19/2026 2:00 PM,9,8
6/19/2026 2:00 PM,6/19/2026 3:00 PM,6,4
6/19/2026 3:00 PM,6/19/2026 4:00 PM,3,7
