Start Time,End Time,In,Out
Unknown,6/29/2026 11:30 AM,225,Unknown
6/29/2026 11:30 AM,6/29/2026 12:00 PM,3,43
6/29/2026 12:00 PM,6/29/2026 12:30 PM,0,33
6/29/2026 12:30 PM,6/29/2026 1:00 PM,6,27
6/29/2026 1:00 PM,6/29/2026 1:30 PM,5,37
6/29/2026 1:30 PM,6/29/2026 2:00 PM,2,31
6/29/2026 2:00 PM,6/29/2026 2:30 PM,5,24
6/29/2026 2:30 PM,6/29/2026 3:00 PM,5,15
6/29/2026 3:00 PM,6/29/2026 3:30 PM,38,11
6/29/2026 3:30 PM,6/29/2026 4:00 PM,55,27
