Start Time,End Time,In,Out
Unknown,7/8/2026 6:00 AM,5,Unknown
7/8/2026 6:00 AM,7/8/2026 6:30 AM,0,1
7/8/2026 6:30 AM,7/8/2026 7:00 AM,0,0
7/8/2026 7:00 AM,7/8/2026 7:30 AM,0,0
7/8/2026 7:30 AM,7/8/2026 8:00 AM,0,0
7/8/2026 8:00 AM,7/8/2026 8:30 AM,1,1
7/8/2026 8:30 AM,7/8/2026 9:00 AM,0,0
7/8/2026 9:00 AM,7/8/2026 9:30 AM,4,1
7/8/2026 9:30 AM,7/8/2026 10:00 AM,1,0
7/8/2026 10:00 AM,7/8/2026 10:30 AM,98,47
7/8/2026 10:30 AM,7/8/2026 11:00 AM,110,109
