Start Time,End Time,In,Out
Unknown,6/23/2026 4:00 PM,162,Unknown
6/23/2026 4:00 PM,6/23/2026 4:30 PM,1,63
6/23/2026 4:30 PM,6/23/2026 5:00 PM,2,29
6/23/2026 5:00 PM,6/23/2026 5:30 PM,0,36
6/23/2026 5:30 PM,6/23/2026 6:00 PM,3,22
6/23/2026 6:00 PM,6/23/2026 6:30 PM,0,15
6/23/2026 6:30 PM,6/23/2026 7:00 PM,0,5
6/23/2026 7:00 PM,6/23/2026 7:30 PM,1,5
6/23/2026 7:30 PM,6/23/2026 8:00 PM,0,2
6/23/2026 8:00 PM,6/23/2026 8:30 PM,1,3
6/23/2026 8:30 PM,6/23/2026 9:00 PM,1,1
