Start Time,End Time,In,Out
Unknown,6/26/2026 4:00 PM,134,Unknown
6/26/2026 4:00 PM,6/26/2026 4:30 PM,4,44
6/26/2026 4:30 PM,6/26/2026 5:00 PM,0,32
6/26/2026 5:00 PM,6/26/2026 5:30 PM,3,30
6/26/2026 5:30 PM,6/26/2026 6:00 PM,1,21
6/26/2026 6:00 PM,6/26/2026 6:30 PM,0,21
6/26/2026 6:30 PM,6/26/2026 7:00 PM,0,2
6/26/2026 7:00 PM,6/26/2026 7:30 PM,10,7
6/26/2026 7:30 PM,6/26/2026 8:00 PM,0,3
